date,amount_mxn,selected_source,selection_basis,merge_status,notebook_amount_mxn,notebook_review_status,notebook_recognition_confidence,notebook_source_page,managementpro_amount_mxn,managementpro_journal_sales_mxn,managementpro_amount_basis,managementpro_validation_status,managementpro_source_method,managementpro_source_snapshot,notes
2022-07-26,181.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,181.50,181.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-07-27,89.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,89.00,89.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-07-28,481.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,481.00,481.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-07-29,397.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,397.50,397.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-08-01,241.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,241.50,241.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-08-02,250.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,250.50,250.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-08-03,174.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,174.00,174.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-08-04,68.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,68.00,68.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-08-05,150.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,150.50,150.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-08-08,395.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,395.00,395.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-08-09,142.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,142.00,142.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-08-10,312.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,312.50,312.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-08-11,164.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,164.00,164.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-08-12,524.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,524.00,524.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-08-15,287.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,287.00,287.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-08-16,540.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,540.00,540.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-08-17,600.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,600.00,600.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-08-18,352.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,352.50,352.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-08-19,129.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,129.50,129.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-08-22,252.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,252.00,252.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-08-23,837.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,837.50,837.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-08-24,318.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,318.50,318.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-08-25,513.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,513.00,513.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-08-26,666.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,666.00,666.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-08-27,286.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,286.00,286.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-08-29,609.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,609.00,445.00,gross_valid_pos_sales_excluding_cancellations,review_mdb_journal_difference,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue. Authoritative MDB differs from journal audit by 164.00 MXN.
2022-08-30,,managementpro,managementpro_nonoverlap_gap_fill,unresolved_managementpro_blank,,,,,,164.00,unresolved_journal_candidate,review_possible_date_shift_duplicate,journal_completed_sales,mpro-pos-20260820T172538Z-1-001.zip::mpro-pos/JOURNAL/00010120220830.jrn,"No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro amount is unresolved and intentionally left blank, not zero. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue. Candidate amount is preserved in journal_sales_mxn but intentionally excluded from amount_mxn pending date/duplicate review. No corresponding valid Venta rows in the canonical MDB; retained from the journal audit."
2022-08-31,178.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,178.50,178.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-01,601.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,601.50,601.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-02,657.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,657.50,657.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-03,96.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,96.00,96.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-05,294.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,294.00,294.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-06,601.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,601.00,601.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-07,133.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,133.00,133.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-08,471.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,471.00,471.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-09,227.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,227.50,227.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-10,177.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,177.00,177.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-12,698.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,698.50,698.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-13,318.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,318.00,318.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-14,193.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,193.50,154.50,gross_valid_pos_sales_excluding_cancellations,review_mdb_journal_difference,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue. Authoritative MDB differs from journal audit by 39.00 MXN.
2022-09-15,33.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,33.00,33.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-17,423.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,423.50,423.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-19,197.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,197.00,197.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-20,319.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,319.50,319.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-21,182.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,182.00,182.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-22,308.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,308.50,308.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-23,481.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,481.00,481.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-24,263.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,263.00,263.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-26,183.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,183.00,183.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-27,234.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,234.00,234.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-28,999.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,999.00,999.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-29,798.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,798.00,798.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-09-30,249.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,249.00,249.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-10-01,141.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,141.50,141.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-10-03,305.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,305.50,305.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-10-04,455.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,455.50,455.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-10-05,713.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,713.50,713.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-10-06,280.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,280.50,280.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-10-07,375.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,375.50,375.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-10-08,100.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,100.00,100.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-10-10,666.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,666.50,666.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-10-11,218.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,218.50,218.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-10-13,444.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,444.50,444.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-10-14,746.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,746.50,746.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2022-10-15,175.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,175.00,33.00,gross_valid_pos_sales_excluding_cancellations,review_mdb_journal_difference,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue. Authoritative MDB differs from journal audit by 142.00 MXN.
2022-10-17,,managementpro,managementpro_nonoverlap_gap_fill,unresolved_managementpro_blank,,,,,,142.00,unresolved_journal_candidate,review_possible_date_shift_duplicate,journal_completed_sales,mpro-pos-20260820T172538Z-1-001.zip::mpro-pos/JOURNAL/00010120221017.jrn,"No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro amount is unresolved and intentionally left blank, not zero. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue. Candidate amount is preserved in journal_sales_mxn but intentionally excluded from amount_mxn pending date/duplicate review. No corresponding valid Venta rows in the canonical MDB; retained from the journal audit."
