date,amount_mxn,amount_basis,mdb_gross_sales_mxn,returns_mxn,mdb_net_sales_mxn,journal_sales_mxn,notebook_sales_mxn,mdb_minus_journal_mxn,source_method,source_snapshot,validation_status,notes
2021-04-08,128.00,gross_valid_pos_sales_excluding_cancellations,128.00,0.00,128.00,128.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-04-09,100.00,gross_valid_pos_sales_excluding_cancellations,100.00,0.00,100.00,100.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-04-10,61.00,gross_valid_pos_sales_excluding_cancellations,61.00,0.00,61.00,61.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-04-12,247.50,gross_valid_pos_sales_excluding_cancellations,247.50,0.00,247.50,247.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-04-13,338.00,gross_valid_pos_sales_excluding_cancellations,338.00,0.00,338.00,338.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-04-14,252.00,gross_valid_pos_sales_excluding_cancellations,252.00,0.00,252.00,252.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-04-15,398.00,gross_valid_pos_sales_excluding_cancellations,398.00,0.00,398.00,398.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-04-16,58.00,gross_valid_pos_sales_excluding_cancellations,58.00,0.00,58.00,58.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-04-17,230.00,gross_valid_pos_sales_excluding_cancellations,230.00,0.00,230.00,230.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-04-19,373.00,gross_valid_pos_sales_excluding_cancellations,373.00,0.00,373.00,373.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-04-20,503.00,gross_valid_pos_sales_excluding_cancellations,503.00,0.00,503.00,503.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-04-21,225.00,gross_valid_pos_sales_excluding_cancellations,225.00,0.00,225.00,225.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-04-22,115.00,gross_valid_pos_sales_excluding_cancellations,115.00,0.00,115.00,115.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-04-23,44.00,gross_valid_pos_sales_excluding_cancellations,44.00,0.00,44.00,44.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-04-24,62.00,gross_valid_pos_sales_excluding_cancellations,62.00,0.00,62.00,62.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-04-26,218.00,gross_valid_pos_sales_excluding_cancellations,218.00,0.00,218.00,218.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-04-27,182.00,gross_valid_pos_sales_excluding_cancellations,182.00,0.00,182.00,182.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-04-28,460.50,gross_valid_pos_sales_excluding_cancellations,460.50,0.00,460.50,421.00,,39.50,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,review_mdb_journal_difference,ManagementPro-recorded sales only; not confirmed complete store revenue. Authoritative MDB differs from journal audit by 39.50 MXN.
2021-04-29,202.50,gross_valid_pos_sales_excluding_cancellations,202.50,0.00,202.50,242.00,,-39.50,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,review_mdb_journal_difference,ManagementPro-recorded sales only; not confirmed complete store revenue. Authoritative MDB differs from journal audit by -39.50 MXN.
2021-04-30,259.50,gross_valid_pos_sales_excluding_cancellations,259.50,0.00,259.50,259.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-03,201.50,gross_valid_pos_sales_excluding_cancellations,201.50,0.00,201.50,201.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-04,245.50,gross_valid_pos_sales_excluding_cancellations,245.50,0.00,245.50,245.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-05,213.50,gross_valid_pos_sales_excluding_cancellations,213.50,0.00,213.50,213.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-06,389.50,gross_valid_pos_sales_excluding_cancellations,389.50,0.00,389.50,389.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-07,247.50,gross_valid_pos_sales_excluding_cancellations,247.50,0.00,247.50,247.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-08,261.50,gross_valid_pos_sales_excluding_cancellations,261.50,0.00,261.50,261.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-10,343.00,gross_valid_pos_sales_excluding_cancellations,343.00,0.00,343.00,343.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-11,435.00,gross_valid_pos_sales_excluding_cancellations,435.00,0.00,435.00,435.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-12,202.50,gross_valid_pos_sales_excluding_cancellations,202.50,0.00,202.50,202.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-13,160.00,gross_valid_pos_sales_excluding_cancellations,160.00,0.00,160.00,160.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-14,313.00,gross_valid_pos_sales_excluding_cancellations,313.00,0.00,313.00,313.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-15,193.00,gross_valid_pos_sales_excluding_cancellations,193.00,0.00,193.00,193.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-17,393.00,gross_valid_pos_sales_excluding_cancellations,393.00,0.00,393.00,393.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-18,259.50,gross_valid_pos_sales_excluding_cancellations,259.50,0.00,259.50,259.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-19,183.50,gross_valid_pos_sales_excluding_cancellations,183.50,0.00,183.50,183.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-20,276.00,gross_valid_pos_sales_excluding_cancellations,276.00,0.00,276.00,276.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-21,318.00,gross_valid_pos_sales_excluding_cancellations,318.00,0.00,318.00,318.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-22,228.00,gross_valid_pos_sales_excluding_cancellations,228.00,0.00,228.00,228.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-24,254.00,gross_valid_pos_sales_excluding_cancellations,254.00,0.00,254.00,254.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-25,200.00,gross_valid_pos_sales_excluding_cancellations,200.00,0.00,200.00,200.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-26,293.00,gross_valid_pos_sales_excluding_cancellations,293.00,0.00,293.00,293.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-27,154.00,gross_valid_pos_sales_excluding_cancellations,154.00,0.00,154.00,154.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-28,286.00,gross_valid_pos_sales_excluding_cancellations,286.00,0.00,286.00,286.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-29,158.00,gross_valid_pos_sales_excluding_cancellations,158.00,0.00,158.00,158.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-05-31,282.50,gross_valid_pos_sales_excluding_cancellations,282.50,0.00,282.50,282.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-01,272.00,gross_valid_pos_sales_excluding_cancellations,272.00,0.00,272.00,272.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-02,175.00,gross_valid_pos_sales_excluding_cancellations,175.00,0.00,175.00,175.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-03,258.00,gross_valid_pos_sales_excluding_cancellations,258.00,0.00,258.00,258.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-04,236.00,gross_valid_pos_sales_excluding_cancellations,236.00,0.00,236.00,236.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-05,199.00,gross_valid_pos_sales_excluding_cancellations,199.00,0.00,199.00,199.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-07,302.00,gross_valid_pos_sales_excluding_cancellations,302.00,0.00,302.00,302.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-08,271.50,gross_valid_pos_sales_excluding_cancellations,271.50,0.00,271.50,271.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-09,485.00,gross_valid_pos_sales_excluding_cancellations,485.00,0.00,485.00,485.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-10,129.00,gross_valid_pos_sales_excluding_cancellations,129.00,0.00,129.00,129.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-11,241.00,gross_valid_pos_sales_excluding_cancellations,241.00,0.00,241.00,241.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-12,410.00,gross_valid_pos_sales_excluding_cancellations,410.00,0.00,410.00,410.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-14,505.50,gross_valid_pos_sales_excluding_cancellations,505.50,0.00,505.50,505.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-15,231.00,gross_valid_pos_sales_excluding_cancellations,231.00,0.00,231.00,231.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-16,233.50,gross_valid_pos_sales_excluding_cancellations,233.50,0.00,233.50,233.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-17,158.00,gross_valid_pos_sales_excluding_cancellations,158.00,0.00,158.00,158.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-18,407.50,gross_valid_pos_sales_excluding_cancellations,407.50,0.00,407.50,407.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-19,168.00,gross_valid_pos_sales_excluding_cancellations,168.00,0.00,168.00,168.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-21,301.50,gross_valid_pos_sales_excluding_cancellations,301.50,0.00,301.50,301.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-22,517.00,gross_valid_pos_sales_excluding_cancellations,517.00,0.00,517.00,517.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-23,427.50,gross_valid_pos_sales_excluding_cancellations,427.50,0.00,427.50,427.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-24,225.50,gross_valid_pos_sales_excluding_cancellations,225.50,0.00,225.50,225.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-26,206.00,gross_valid_pos_sales_excluding_cancellations,206.00,0.00,206.00,206.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-28,205.00,gross_valid_pos_sales_excluding_cancellations,205.00,0.00,205.00,205.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-29,81.50,gross_valid_pos_sales_excluding_cancellations,81.50,0.00,81.50,81.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-06-30,287.00,gross_valid_pos_sales_excluding_cancellations,287.00,0.00,287.00,287.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-07-01,88.00,gross_valid_pos_sales_excluding_cancellations,88.00,0.00,88.00,88.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-07-02,166.50,gross_valid_pos_sales_excluding_cancellations,166.50,0.00,166.50,166.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-07-03,119.50,gross_valid_pos_sales_excluding_cancellations,119.50,0.00,119.50,119.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-07-05,294.50,gross_valid_pos_sales_excluding_cancellations,294.50,0.00,294.50,294.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-07-06,100.00,gross_valid_pos_sales_excluding_cancellations,100.00,0.00,100.00,100.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-07-07,105.00,gross_valid_pos_sales_excluding_cancellations,105.00,0.00,105.00,105.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-07-08,49.00,gross_valid_pos_sales_excluding_cancellations,49.00,0.00,49.00,49.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-07-09,162.00,gross_valid_pos_sales_excluding_cancellations,162.00,0.00,162.00,162.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-07-10,163.00,gross_valid_pos_sales_excluding_cancellations,163.00,0.00,163.00,29.00,,134.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,review_mdb_journal_difference,ManagementPro-recorded sales only; not confirmed complete store revenue. Authoritative MDB differs from journal audit by 134.00 MXN.
2021-07-12,,unresolved_journal_candidate,,,,134.00,,,journal_completed_sales,mpro-pos-20260820T172538Z-1-001.zip::mpro-pos/JOURNAL/00010120210712.jrn,review_possible_date_shift_duplicate,ManagementPro-recorded sales only; not confirmed complete store revenue. Candidate amount is preserved in journal_sales_mxn but intentionally excluded from amount_mxn pending date/duplicate review. No corresponding valid Venta rows in the canonical MDB; retained from the journal audit.
2021-07-13,129.00,gross_valid_pos_sales_excluding_cancellations,129.00,0.00,129.00,129.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-07-14,391.00,gross_valid_pos_sales_excluding_cancellations,391.00,0.00,391.00,391.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-07-15,216.50,gross_valid_pos_sales_excluding_cancellations,216.50,0.00,216.50,216.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-07-16,211.00,gross_valid_pos_sales_excluding_cancellations,211.00,0.00,211.00,33.00,,178.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,review_mdb_journal_difference,ManagementPro-recorded sales only; not confirmed complete store revenue. Authoritative MDB differs from journal audit by 178.00 MXN.
2021-07-17,,unresolved_journal_candidate,,,,178.00,,,journal_completed_sales,mpro-pos-20260820T172538Z-1-001.zip::mpro-pos/JOURNAL/00010120210717.jrn,review_possible_date_shift_duplicate,ManagementPro-recorded sales only; not confirmed complete store revenue. Candidate amount is preserved in journal_sales_mxn but intentionally excluded from amount_mxn pending date/duplicate review. No corresponding valid Venta rows in the canonical MDB; retained from the journal audit.
2021-07-19,412.00,gross_valid_pos_sales_excluding_cancellations,412.00,0.00,412.00,412.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-07-20,200.00,gross_valid_pos_sales_excluding_cancellations,200.00,0.00,200.00,200.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-07-21,107.00,gross_valid_pos_sales_excluding_cancellations,107.00,0.00,107.00,107.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-07-22,73.00,gross_valid_pos_sales_excluding_cancellations,73.00,0.00,73.00,73.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-07-23,149.50,gross_valid_pos_sales_excluding_cancellations,149.50,0.00,149.50,149.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-07-24,119.00,gross_valid_pos_sales_excluding_cancellations,119.00,0.00,119.00,119.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-07-26,110.00,gross_valid_pos_sales_excluding_cancellations,110.00,0.00,110.00,110.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-07-28,254.00,gross_valid_pos_sales_excluding_cancellations,254.00,0.00,254.00,254.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-07-29,270.00,gross_valid_pos_sales_excluding_cancellations,270.00,0.00,270.00,270.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2021-07-30,331.50,gross_valid_pos_sales_excluding_cancellations,331.50,0.00,331.50,331.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
